purchase_id,customer_id,product_id,quantity,purchase_date,store
T0481,C077,P012,1,2023-03-22 00:00:00,Store B
T0482,C089,P031,3,2023-03-22 04:00:00,Store B
T0483,C095,P014,5,2023-03-22 08:00:00,Store B
T0484,C059,P034,1,2023-03-22 12:00:00,Store B
T0485,C092,P018,1,2023-03-22 16:00:00,Store B
T0486,C027,P034,3,2023-03-22 20:00:00,Store B
T0487,C093,P011,1,2023-03-23 00:00:00,Store C
T0488,C031,P041,3,2023-03-23 04:00:00,Store A
T0489,C064,P012,1,2023-03-23 08:00:00,Store B
T0490,C091,P049,1,2023-03-23 12:00:00,Store A
T0491,C034,P015,5,2023-03-23 16:00:00,Store C
T0492,C046,P031,2,2023-03-23 20:00:00,Store B
T0493,C087,P049,3,2023-03-24 00:00:00,Store A
T0494,C087,P029,1,2023-03-24 04:00:00,Store B
T0495,C082,P026,2,2023-03-24 08:00:00,Store B
T0496,C085,P018,2,2023-03-24 12:00:00,Store B
T0497,C075,P032,2,2023-03-24 16:00:00,Store B
T0498,C049,P022,2,2023-03-24 20:00:00,Store B
T0499,C059,P038,2,2023-03-25 00:00:00,Store B
T0500,C039,P017,1,2023-03-25 04:00:00,Store B
T0501,C096,P023,1,2023-03-25 08:00:00,Store C
T0502,C078,P024,3,2023-03-25 12:00:00,Store C
T0503,C064,P050,1,2023-03-25 16:00:00,Store B
T0504,C069,P008,2,2023-03-25 20:00:00,Store B
T0505,C098,P041,1,2023-03-26 00:00:00,Store C
T0506,C035,P006,2,2023-03-26 04:00:00,Store C
T0507,C078,P005,2,2023-03-26 08:00:00,Store C
T0508,C073,P044,1,2023-03-26 12:00:00,Store B
T0509,C080,P029,1,2023-03-26 16:00:00,Store A
T0510,C006,P028,1,2023-03-26 20:00:00,Store A
T0511,C095,P011,2,2023-03-27 00:00:00,Store A
T0512,C097,P001,3,2023-03-27 04:00:00,Store A
T0513,C077,P043,1,2023-03-27 08:00:00,Store B
T0514,C085,P019,2,2023-03-27 12:00:00,Store A
T0515,C097,P009,1,2023-03-27 16:00:00,Store C
T0516,C086,P027,1,2023-03-27 20:00:00,Store C
T0517,C035,P034,4,2023-03-28 00:00:00,Store A
T0518,C078,P044,1,2023-03-28 04:00:00,Store C
T0519,C080,P004,1,2023-03-28 08:00:00,Store B
T0520,C066,P036,1,2023-03-28 12:00:00,Store A
T0521,C088,P018,1,2023-03-28 16:00:00,Store A
T0522,C098,P015,1,2023-03-28 20:00:00,Store B
T0523,C097,P013,1,2023-03-29 00:00:00,Store C
T0524,C068,P019,2,2023-03-29 04:00:00,Store B
T0525,C028,P049,1,2023-03-29 08:00:00,Store B
T0526,C100,P006,2,2023-03-29 12:00:00,Store C
T0527,C093,P048,1,2023-03-29 16:00:00,Store B
T0528,C030,P012,1,2023-03-29 20:00:00,Store C
T0529,C097,P037,2,2023-03-30 00:00:00,Store C
T0530,C095,P017,4,2023-03-30 04:00:00,Store B
T0531,C074,P023,1,2023-03-30 08:00:00,Store C
T0532,C079,P026,3,2023-03-30 12:00:00,Store B
T0533,C064,P029,2,2023-03-30 16:00:00,Store C
T0534,C016,P033,2,2023-03-30 20:00:00,Store A
T0535,C058,P027,2,2023-03-31 00:00:00,Store C
T0536,C091,P025,1,2023-03-31 04:00:00,Store C
T0537,C002,P010,1,2023-03-31 08:00:00,Store B
T0538,C058,P047,2,2023-03-31 12:00:00,Store C
T0539,C064,P023,1,2023-03-31 16:00:00,Store A
T0540,C075,P021,4,2023-03-31 20:00:00,Store A
T0541,C097,P021,1,2023-04-01 00:00:00,Store C
T0542,C059,P043,1,2023-04-01 04:00:00,Store C
T0543,C059,P013,2,2023-04-01 08:00:00,Store A
T0544,C088,P037,1,2023-04-01 12:00:00,Store B
T0545,C069,P033,2,2023-04-01 16:00:00,Store A
T0546,C045,P024,2,2023-04-01 20:00:00,Store A
T0547,C069,P044,4,2023-04-02 00:00:00,Store C
T0548,C033,P011,3,2023-04-02 04:00:00,Store C
T0549,C038,P017,2,2023-04-02 08:00:00,Store A
T0550,C072,P004,2,2023-04-02 12:00:00,Store B
T0551,C066,P047,4,2023-04-02 16:00:00,Store A
T0552,C097,P025,1,2023-04-02 20:00:00,Store A
T0553,C061,P030,1,2023-04-03 00:00:00,Store B
T0554,C078,P009,1,2023-04-03 04:00:00,Store A
T0555,C081,P021,1,2023-04-03 08:00:00,Store A
T0556,C005,P020,2,2023-04-03 12:00:00,Store C
T0557,C083,P019,2,2023-04-03 16:00:00,Store B
T0558,C039,P019,2,2023-04-03 20:00:00,Store C
T0559,C099,P012,1,2023-04-04 00:00:00,Store C
T0560,C034,P037,2,2023-04-04 04:00:00,Store B
T0561,C065,P042,1,2023-04-04 08:00:00,Store B
T0562,C022,P017,2,2023-04-04 12:00:00,Store A
T0563,C100,P037,2,2023-04-04 16:00:00,Store C
T0564,C073,P048,1,2023-04-04 20:00:00,Store B
T0565,C079,P039,1,2023-04-05 00:00:00,Store C
T0566,C019,P028,1,2023-04-05 04:00:00,Store C
T0567,C088,P041,3,2023-04-05 08:00:00,Store B
T0568,C043,P035,4,2023-04-05 12:00:00,Store A
T0569,C096,P047,2,2023-04-05 16:00:00,Store C
T0570,C043,P048,1,2023-04-05 20:00:00,Store B
T0571,C041,P018,1,2023-04-06 00:00:00,Store A
T0572,C011,P014,2,2023-04-06 04:00:00,Store C
T0573,C070,P035,3,2023-04-06 08:00:00,Store B
T0574,C077,P044,1,2023-04-06 12:00:00,Store C
T0575,C018,P041,1,2023-04-06 16:00:00,Store B
T0576,C090,P007,2,2023-04-06 20:00:00,Store B
T0577,C069,P041,1,2023-04-07 00:00:00,Store C
T0578,C074,P013,1,2023-04-07 04:00:00,Store C
T0579,C068,P018,1,2023-04-07 08:00:00,Store B
T0580,C064,P037,2,2023-04-07 12:00:00,Store A
T0581,C077,P013,3,2023-04-07 16:00:00,Store C
T0582,C035,P036,4,2023-04-07 20:00:00,Store B
T0583,C039,P031,2,2023-04-08 00:00:00,Store B
T0584,C094,P002,2,2023-04-08 04:00:00,Store A
T0585,C098,P016,1,2023-04-08 08:00:00,Store A
T0586,C062,P009,2,2023-04-08 12:00:00,Store A
T0587,C051,P009,1,2023-04-08 16:00:00,Store C
T0588,C082,P038,2,2023-04-08 20:00:00,Store B
T0589,C065,P011,1,2023-04-09 00:00:00,Store B
T0590,C008,P022,1,2023-04-09 04:00:00,Store B
T0591,C035,P033,1,2023-04-09 08:00:00,Store A
T0592,C086,P036,1,2023-04-09 12:00:00,Store B
T0593,C083,P045,1,2023-04-09 16:00:00,Store C
T0594,C009,P023,1,2023-04-09 20:00:00,Store A
T0595,C045,P045,5,2023-04-10 00:00:00,Store A
T0596,C046,P045,1,2023-04-10 04:00:00,Store A
T0597,C084,P034,2,2023-04-10 08:00:00,Store A
T0598,C007,P009,3,2023-04-10 12:00:00,Store C
T0599,C026,P024,5,2023-04-10 16:00:00,Store B
T0600,C091,P008,2,2023-04-10 20:00:00,Store C
T0601,C039,P007,3,2023-04-11 00:00:00,Store B
T0602,C083,P036,1,2023-04-11 04:00:00,Store C
T0603,C047,P018,1,2023-04-11 08:00:00,Store A
T0604,C025,P003,1,2023-04-11 12:00:00,Store A
T0605,C048,P028,2,2023-04-11 16:00:00,Store C
T0606,C087,P006,2,2023-04-11 20:00:00,Store C
T0607,C094,P044,1,2023-04-12 00:00:00,Store B
T0608,C093,P044,1,2023-04-12 04:00:00,Store C
T0609,C064,P021,2,2023-04-12 08:00:00,Store C
T0610,C084,P028,1,2023-04-12 12:00:00,Store B
T0611,C043,P040,2,2023-04-12 16:00:00,Store B
T0612,C053,P001,2,2023-04-12 20:00:00,Store B
T0613,C096,P036,2,2023-04-13 00:00:00,Store C
T0614,C005,P021,3,2023-04-13 04:00:00,Store B
T0615,C022,P043,3,2023-04-13 08:00:00,Store A
T0616,C043,P035,1,2023-04-13 12:00:00,Store A
T0617,C008,P013,2,2023-04-13 16:00:00,Store A
T0618,C039,P049,2,2023-04-13 20:00:00,Store C
T0619,C078,P010,1,2023-04-14 00:00:00,Store A
T0620,C066,P044,1,2023-04-14 04:00:00,Store C
T0621,C096,P047,1,2023-04-14 08:00:00,Store C
T0622,C092,P010,1,2023-04-14 12:00:00,Store A
T0623,C059,P046,2,2023-04-14 16:00:00,Store B
T0624,C050,P013,3,2023-04-14 20:00:00,Store C
T0625,C062,P037,1,2023-04-15 00:00:00,Store A
T0626,C079,P038,1,2023-04-15 04:00:00,Store C
T0627,C051,P024,4,2023-04-15 08:00:00,Store B
T0628,C081,P002,1,2023-04-15 12:00:00,Store B
T0629,C065,P022,1,2023-04-15 16:00:00,Store A
T0630,C076,P017,2,2023-04-15 20:00:00,Store C
T0631,C067,P036,2,2023-04-16 00:00:00,Store C
T0632,C054,P014,1,2023-04-16 04:00:00,Store C
T0633,C098,P010,1,2023-04-16 08:00:00,Store C
T0634,C089,P035,1,2023-04-16 12:00:00,Store A
T0635,C033,P025,2,2023-04-16 16:00:00,Store B
T0636,C095,P003,2,2023-04-16 20:00:00,Store A
T0637,C071,P047,1,2023-04-17 00:00:00,Store C
T0638,C096,P038,2,2023-04-17 04:00:00,Store C
T0639,C091,P017,3,2023-04-17 08:00:00,Store B
T0640,C066,P012,1,2023-04-17 12:00:00,Store C
T0641,C007,P024,1,2023-04-17 16:00:00,Store A
T0642,C051,P029,2,2023-04-17 20:00:00,Store A
T0643,C075,P043,1,2023-04-18 00:00:00,Store B
T0644,C082,P025,1,2023-04-18 04:00:00,Store A
T0645,C049,P036,2,2023-04-18 08:00:00,Store A
T0646,C033,P026,3,2023-04-18 12:00:00,Store A
T0647,C093,P038,3,2023-04-18 16:00:00,Store A
T0648,C100,P001,2,2023-04-18 20:00:00,Store C
T0649,C074,P020,2,2023-04-19 00:00:00,Store A
T0650,C038,P028,1,2023-04-19 04:00:00,Store B
T0651,C051,P016,2,2023-04-19 08:00:00,Store B
T0652,C006,P047,1,2023-04-19 12:00:00,Store A
T0653,C097,P017,1,2023-04-19 16:00:00,Store B
T0654,C029,P040,2,2023-04-19 20:00:00,Store A
T0655,C078,P028,2,2023-04-20 00:00:00,Store B
T0656,C051,P012,1,2023-04-20 04:00:00,Store B
T0657,C076,P027,4,2023-04-20 08:00:00,Store A
T0658,C083,P042,1,2023-04-20 12:00:00,Store A
T0659,C093,P047,1,2023-04-20 16:00:00,Store C
T0660,C043,P030,1,2023-04-20 20:00:00,Store A
T0661,C004,P041,3,2023-04-21 00:00:00,Store A
T0662,C032,P034,2,2023-04-21 04:00:00,Store C
T0663,C096,P037,1,2023-04-21 08:00:00,Store A
T0664,C095,P006,2,2023-04-21 12:00:00,Store A
T0665,C079,P007,1,2023-04-21 16:00:00,Store C
T0666,C079,P032,3,2023-04-21 20:00:00,Store A
T0667,C084,P032,1,2023-04-22 00:00:00,Store A
T0668,C038,P025,1,2023-04-22 04:00:00,Store C
T0669,C097,P033,4,2023-04-22 08:00:00,Store C
T0670,C066,P007,1,2023-04-22 12:00:00,Store B
T0671,C063,P012,1,2023-04-22 16:00:00,Store A
T0672,C074,P016,2,2023-04-22 20:00:00,Store B
T0673,C014,P016,4,2023-04-23 00:00:00,Store B
T0674,C037,P043,1,2023-04-23 04:00:00,Store C
T0675,C088,P036,1,2023-04-23 08:00:00,Store A
T0676,C022,P013,1,2023-04-23 12:00:00,Store A
T0677,C080,P007,2,2023-04-23 16:00:00,Store C
T0678,C048,P036,1,2023-04-23 20:00:00,Store B
T0679,C063,P047,2,2023-04-24 00:00:00,Store C
T0680,C053,P009,5,2023-04-24 04:00:00,Store A
T0681,C060,P032,1,2023-04-24 08:00:00,Store C
T0682,C087,P011,1,2023-04-24 12:00:00,Store A
T0683,C054,P008,1,2023-04-24 16:00:00,Store B
T0684,C077,P033,1,2023-04-24 20:00:00,Store A
T0685,C071,P023,3,2023-04-25 00:00:00,Store B
T0686,C083,P025,1,2023-04-25 04:00:00,Store B
T0687,C098,P008,1,2023-04-25 08:00:00,Store A
T0688,C087,P045,2,2023-04-25 12:00:00,Store A
T0689,C044,P022,1,2023-04-25 16:00:00,Store B
T0690,C010,P004,2,2023-04-25 20:00:00,Store C
T0691,C050,P040,1,2023-04-26 00:00:00,Store A
T0692,C079,P003,3,2023-04-26 04:00:00,Store B
T0693,C015,P029,4,2023-04-26 08:00:00,Store B
T0694,C072,P041,2,2023-04-26 12:00:00,Store C
T0695,C079,P029,4,2023-04-26 16:00:00,Store A
T0696,C058,P034,1,2023-04-26 20:00:00,Store B
T0697,C090,P034,1,2023-04-27 00:00:00,Store C
T0698,C027,P028,2,2023-04-27 04:00:00,Store B
T0699,C020,P013,2,2023-04-27 08:00:00,Store A
T0700,C087,P015,1,2023-04-27 12:00:00,Store C
T0701,C072,P023,1,2023-04-27 16:00:00,Store B
T0702,C085,P044,1,2023-04-27 20:00:00,Store C
T0703,C067,P026,1,2023-04-28 00:00:00,Store A
T0704,C048,P004,1,2023-04-28 04:00:00,Store C
T0705,C092,P026,2,2023-04-28 08:00:00,Store A
T0706,C091,P040,1,2023-04-28 12:00:00,Store B
T0707,C085,P009,1,2023-04-28 16:00:00,Store A
T0708,C051,P005,2,2023-04-28 20:00:00,Store B
T0709,C079,P032,2,2023-04-29 00:00:00,Store B
T0710,C061,P020,3,2023-04-29 04:00:00,Store A
T0711,C024,P050,2,2023-04-29 08:00:00,Store B
T0712,C097,P011,1,2023-04-29 12:00:00,Store C
T0713,C032,P015,3,2023-04-29 16:00:00,Store B
T0714,C098,P032,2,2023-04-29 20:00:00,Store A
T0715,C068,P028,1,2023-04-30 00:00:00,Store C
T0716,C040,P022,2,2023-04-30 04:00:00,Store C
T0717,C075,P041,4,2023-04-30 08:00:00,Store B
T0718,C095,P017,1,2023-04-30 12:00:00,Store B
T0719,C087,P026,1,2023-04-30 16:00:00,Store A
T0720,C091,P044,1,2023-04-30 20:00:00,Store C
T0721,C083,P007,1,2023-05-01 00:00:00,Store A
T0722,C085,P042,1,2023-05-01 04:00:00,Store B
T0723,C094,P026,2,2023-05-01 08:00:00,Store C
T0724,C048,P025,1,2023-05-01 12:00:00,Store A
T0725,C072,P010,4,2023-05-01 16:00:00,Store A
T0726,C045,P045,3,2023-05-01 20:00:00,Store A
T0727,C100,P019,2,2023-05-02 00:00:00,Store A
T0728,C098,P011,3,2023-05-02 04:00:00,Store A
T0729,C012,P013,1,2023-05-02 08:00:00,Store C
T0730,C086,P008,1,2023-05-02 12:00:00,Store A
T0731,C097,P040,2,2023-05-02 16:00:00,Store C
T0732,C039,P004,3,2023-05-02 20:00:00,Store A
T0733,C077,P047,3,2023-05-03 00:00:00,Store B
T0734,C097,P031,1,2023-05-03 04:00:00,Store B
T0735,C010,P028,4,2023-05-03 08:00:00,Store A
T0736,C085,P011,1,2023-05-03 12:00:00,Store B
T0737,C054,P043,3,2023-05-03 16:00:00,Store C
T0738,C097,P001,5,2023-05-03 20:00:00,Store A
T0739,C099,P049,1,2023-05-04 00:00:00,Store C
T0740,C098,P047,2,2023-05-04 04:00:00,Store A
T0741,C070,P038,1,2023-05-04 08:00:00,Store B
T0742,C094,P024,1,2023-05-04 12:00:00,Store C
T0743,C093,P047,2,2023-05-04 16:00:00,Store B
T0744,C056,P031,2,2023-05-04 20:00:00,Store B
T0745,C093,P041,4,2023-05-05 00:00:00,Store A
T0746,C011,P046,2,2023-05-05 04:00:00,Store C
T0747,C079,P050,1,2023-05-05 08:00:00,Store B
T0748,C046,P026,3,2023-05-05 12:00:00,Store A
T0749,C029,P049,4,2023-05-05 16:00:00,Store A
T0750,C021,P050,1,2023-05-05 20:00:00,Store A
T0751,C085,P005,5,2023-05-06 00:00:00,Store B
T0752,C058,P020,1,2023-05-06 04:00:00,Store A
T0753,C087,P041,3,2023-05-06 08:00:00,Store C
T0754,C018,P011,1,2023-05-06 12:00:00,Store C
T0755,C056,P033,1,2023-05-06 16:00:00,Store B
T0756,C075,P050,1,2023-05-06 20:00:00,Store C
T0757,C091,P038,2,2023-05-07 00:00:00,Store A
T0758,C056,P027,1,2023-05-07 04:00:00,Store B
T0759,C081,P034,1,2023-05-07 08:00:00,Store A
T0760,C095,P015,2,2023-05-07 12:00:00,Store B
T0761,C080,P032,4,2023-05-07 16:00:00,Store B
T0762,C046,P021,1,2023-05-07 20:00:00,Store A
T0763,C008,P046,1,2023-05-08 00:00:00,Store C
T0764,C095,P005,1,2023-05-08 04:00:00,Store C
T0765,C007,P006,1,2023-05-08 08:00:00,Store B
T0766,C095,P038,3,2023-05-08 12:00:00,Store A
T0767,C075,P022,3,2023-05-08 16:00:00,Store A
T0768,C098,P018,2,2023-05-08 20:00:00,Store B
T0769,C091,P014,1,2023-05-09 00:00:00,Store C
T0770,C100,P010,3,2023-05-09 04:00:00,Store A
T0771,C060,P046,2,2023-05-09 08:00:00,Store C
T0772,C089,P013,3,2023-05-09 12:00:00,Store C
T0773,C064,P031,2,2023-05-09 16:00:00,Store B
T0774,C071,P030,3,2023-05-09 20:00:00,Store B
T0775,C081,P003,2,2023-05-10 00:00:00,Store C
T0776,C095,P030,1,2023-05-10 04:00:00,Store A
T0777,C100,P006,4,2023-05-10 08:00:00,Store A
T0778,C089,P029,2,2023-05-10 12:00:00,Store B
T0779,C066,P008,2,2023-05-10 16:00:00,Store C
T0780,C066,P044,1,2023-05-10 20:00:00,Store A
T0781,C088,P045,2,2023-05-11 00:00:00,Store A
T0782,C047,P043,2,2023-05-11 04:00:00,Store B
T0783,C027,P044,1,2023-05-11 08:00:00,Store C
T0784,C060,P033,1,2023-05-11 12:00:00,Store A
T0785,C053,P017,2,2023-05-11 16:00:00,Store B
T0786,C054,P048,3,2023-05-11 20:00:00,Store A
T0787,C046,P011,2,2023-05-12 00:00:00,Store A
T0788,C013,P013,1,2023-05-12 04:00:00,Store A
T0789,C006,P050,2,2023-05-12 08:00:00,Store B
T0790,C100,P011,1,2023-05-12 12:00:00,Store C
T0791,C067,P031,1,2023-05-12 16:00:00,Store B
T0792,C063,P028,1,2023-05-12 20:00:00,Store C
T0793,C084,P044,1,2023-05-13 00:00:00,Store A
T0794,C044,P006,1,2023-05-13 04:00:00,Store C
T0795,C098,P041,1,2023-05-13 08:00:00,Store A
T0796,C090,P016,1,2023-05-13 12:00:00,Store A
T0797,C023,P004,1,2023-05-13 16:00:00,Store B
T0798,C066,P035,2,2023-05-13 20:00:00,Store A
T0799,C095,P048,1,2023-05-14 00:00:00,Store B
T0800,C098,P026,1,2023-05-14 04:00:00,Store C
T0801,C070,P012,3,2023-05-14 08:00:00,Store C
T0802,C080,P011,1,2023-05-14 12:00:00,Store A
T0803,C037,P037,2,2023-05-14 16:00:00,Store B
T0804,C100,P025,1,2023-05-14 20:00:00,Store A
T0805,C046,P018,1,2023-05-15 00:00:00,Store B
T0806,C098,P019,2,2023-05-15 04:00:00,Store B
T0807,C083,P023,2,2023-05-15 08:00:00,Store B
T0808,C080,P038,3,2023-05-15 12:00:00,Store C
T0809,C073,P018,2,2023-05-15 16:00:00,Store B
T0810,C046,P026,4,2023-05-15 20:00:00,Store C
T0811,C038,P006,1,2023-05-16 00:00:00,Store B
T0812,C045,P004,1,2023-05-16 04:00:00,Store C
T0813,C040,P044,1,2023-05-16 08:00:00,Store C
T0814,C090,P029,1,2023-05-16 12:00:00,Store C
T0815,C059,P034,2,2023-05-16 16:00:00,Store A
T0816,C016,P017,2,2023-05-16 20:00:00,Store B
T0817,C099,P043,1,2023-05-17 00:00:00,Store A
T0818,C095,P043,4,2023-05-17 04:00:00,Store B
T0819,C097,P016,3,2023-05-17 08:00:00,Store B
T0820,C100,P002,1,2023-05-17 12:00:00,Store A
T0821,C038,P034,1,2023-05-17 16:00:00,Store C
T0822,C064,P008,1,2023-05-17 20:00:00,Store B
T0823,C089,P013,1,2023-05-18 00:00:00,Store C
T0824,C085,P042,1,2023-05-18 04:00:00,Store A
T0825,C035,P008,2,2023-05-18 08:00:00,Store C
T0826,C092,P030,1,2023-05-18 12:00:00,Store B
T0827,C045,P032,1,2023-05-18 16:00:00,Store B
T0828,C045,P036,5,2023-05-18 20:00:00,Store B
T0829,C075,P047,2,2023-05-19 00:00:00,Store A
T0830,C079,P030,4,2023-05-19 04:00:00,Store B
T0831,C078,P001,1,2023-05-19 08:00:00,Store A
T0832,C024,P043,1,2023-05-19 12:00:00,Store C
T0833,C095,P039,2,2023-05-19 16:00:00,Store B
T0834,C050,P017,1,2023-05-19 20:00:00,Store B
T0835,C031,P020,1,2023-05-20 00:00:00,Store B
T0836,C095,P024,2,2023-05-20 04:00:00,Store C
T0837,C099,P050,2,2023-05-20 08:00:00,Store B
T0838,C094,P022,1,2023-05-20 12:00:00,Store A
T0839,C092,P029,1,2023-05-20 16:00:00,Store C
T0840,C083,P022,1,2023-05-20 20:00:00,Store C
T0841,C076,P044,1,2023-05-21 00:00:00,Store C
T0842,C023,P009,1,2023-05-21 04:00:00,Store C
T0843,C065,P037,1,2023-05-21 08:00:00,Store C
T0844,C062,P010,1,2023-05-21 12:00:00,Store A
T0845,C050,P036,4,2023-05-21 16:00:00,Store C
T0846,C087,P037,2,2023-05-21 20:00:00,Store B
T0847,C072,P028,2,2023-05-22 00:00:00,Store C
T0848,C022,P028,1,2023-05-22 04:00:00,Store C
T0849,C045,P042,1,2023-05-22 08:00:00,Store C
T0850,C085,P043,1,2023-05-22 12:00:00,Store C
T0851,C021,P021,1,2023-05-22 16:00:00,Store C
T0852,C094,P024,1,2023-05-22 20:00:00,Store A
T0853,C072,P042,3,2023-05-23 00:00:00,Store A
T0854,C071,P040,2,2023-05-23 04:00:00,Store C
T0855,C079,P002,2,2023-05-23 08:00:00,Store A
T0856,C092,P008,1,2023-05-23 12:00:00,Store B
T0857,C059,P048,4,2023-05-23 16:00:00,Store C
T0858,C084,P027,1,2023-05-23 20:00:00,Store B
T0859,C077,P022,1,2023-05-24 00:00:00,Store B
T0860,C051,P037,1,2023-05-24 04:00:00,Store C
T0861,C095,P027,3,2023-05-24 08:00:00,Store B
T0862,C091,P029,5,2023-05-24 12:00:00,Store B
T0863,C083,P003,1,2023-05-24 16:00:00,Store B
T0864,C094,P044,3,2023-05-24 20:00:00,Store C
T0865,C094,P013,3,2023-05-25 00:00:00,Store C
T0866,C086,P045,1,2023-05-25 04:00:00,Store B
T0867,C093,P010,1,2023-05-25 08:00:00,Store C
T0868,C085,P036,1,2023-05-25 12:00:00,Store C
T0869,C084,P009,5,2023-05-25 16:00:00,Store B
T0870,C081,P027,1,2023-05-25 20:00:00,Store C
T0871,C089,P034,3,2023-05-26 00:00:00,Store A
T0872,C036,P001,1,2023-05-26 04:00:00,Store C
T0873,C095,P032,2,2023-05-26 08:00:00,Store A
T0874,C095,P025,1,2023-05-26 12:00:00,Store B
T0875,C009,P029,2,2023-05-26 16:00:00,Store C
T0876,C092,P007,3,2023-05-26 20:00:00,Store B
T0877,C031,P049,3,2023-05-27 00:00:00,Store B
T0878,C058,P003,3,2023-05-27 04:00:00,Store B
T0879,C088,P020,1,2023-05-27 08:00:00,Store B
T0880,C036,P020,2,2023-05-27 12:00:00,Store B
T0881,C092,P030,1,2023-05-27 16:00:00,Store C
T0882,C093,P035,1,2023-05-27 20:00:00,Store A
T0883,C073,P035,2,2023-05-28 00:00:00,Store C
T0884,C003,P049,1,2023-05-28 04:00:00,Store C
T0885,C053,P039,2,2023-05-28 08:00:00,Store C
T0886,C081,P027,5,2023-05-28 12:00:00,Store C
T0887,C100,P026,1,2023-05-28 16:00:00,Store A
T0888,C081,P014,2,2023-05-28 20:00:00,Store C
T0889,C050,P017,1,2023-05-29 00:00:00,Store B
T0890,C082,P018,1,2023-05-29 04:00:00,Store C
T0891,C075,P045,1,2023-05-29 08:00:00,Store C
T0892,C090,P029,4,2023-05-29 12:00:00,Store A
T0893,C027,P020,3,2023-05-29 16:00:00,Store A
T0894,C089,P027,4,2023-05-29 20:00:00,Store B
T0895,C075,P018,5,2023-05-30 00:00:00,Store C
T0896,C099,P004,1,2023-05-30 04:00:00,Store C
T0897,C059,P001,1,2023-05-30 08:00:00,Store C
T0898,C082,P050,2,2023-05-30 12:00:00,Store B
T0899,C097,P001,1,2023-05-30 16:00:00,Store A
T0900,C026,P026,1,2023-05-30 20:00:00,Store B
T0901,C098,P045,1,2023-05-31 00:00:00,Store C
T0902,C085,P020,2,2023-05-31 04:00:00,Store A
T0903,C019,P023,2,2023-05-31 08:00:00,Store A
T0904,C054,P010,1,2023-05-31 12:00:00,Store B
T0905,C086,P011,1,2023-05-31 16:00:00,Store A
T0906,C019,P041,2,2023-05-31 20:00:00,Store A
T0907,C078,P041,2,2023-06-01 00:00:00,Store C
T0908,C059,P005,1,2023-06-01 04:00:00,Store C
T0909,C081,P001,2,2023-06-01 08:00:00,Store A
T0910,C013,P017,1,2023-06-01 12:00:00,Store A
T0911,C095,P022,1,2023-06-01 16:00:00,Store B
T0912,C099,P034,3,2023-06-01 20:00:00,Store B
T0913,C099,P045,2,2023-06-02 00:00:00,Store A
T0914,C088,P041,1,2023-06-02 04:00:00,Store C
T0915,C031,P029,2,2023-06-02 08:00:00,Store A
T0916,C089,P004,2,2023-06-02 12:00:00,Store A
T0917,C008,P005,3,2023-06-02 16:00:00,Store C
T0918,C007,P011,2,2023-06-02 20:00:00,Store C
T0919,C057,P021,2,2023-06-03 00:00:00,Store B
T0920,C071,P035,1,2023-06-03 04:00:00,Store B
T0921,C090,P012,1,2023-06-03 08:00:00,Store B
T0922,C085,P026,1,2023-06-03 12:00:00,Store B
T0923,C068,P019,1,2023-06-03 16:00:00,Store C
T0924,C051,P045,2,2023-06-03 20:00:00,Store A
T0925,C100,P007,2,2023-06-04 00:00:00,Store B
T0926,C066,P047,1,2023-06-04 04:00:00,Store B
T0927,C069,P007,1,2023-06-04 08:00:00,Store C
T0928,C037,P026,1,2023-06-04 12:00:00,Store C
T0929,C091,P040,1,2023-06-04 16:00:00,Store A
T0930,C085,P005,2,2023-06-04 20:00:00,Store A
T0931,C045,P021,1,2023-06-05 00:00:00,Store C
T0932,C022,P014,2,2023-06-05 04:00:00,Store B
T0933,C084,P004,4,2023-06-05 08:00:00,Store B
T0934,C083,P023,1,2023-06-05 12:00:00,Store B
T0935,C051,P042,1,2023-06-05 16:00:00,Store A
T0936,C098,P020,1,2023-06-05 20:00:00,Store B
T0937,C035,P015,2,2023-06-06 00:00:00,Store B
T0938,C067,P050,2,2023-06-06 04:00:00,Store C
T0939,C098,P045,1,2023-06-06 08:00:00,Store B
T0940,C066,P029,2,2023-06-06 12:00:00,Store C
T0941,C082,P008,3,2023-06-06 16:00:00,Store B
T0942,C064,P041,1,2023-06-06 20:00:00,Store A
T0943,C051,P048,1,2023-06-07 00:00:00,Store B
T0944,C100,P019,3,2023-06-07 04:00:00,Store B
T0945,C065,P048,2,2023-06-07 08:00:00,Store C
T0946,C096,P039,3,2023-06-07 12:00:00,Store C
T0947,C046,P046,2,2023-06-07 16:00:00,Store C
T0948,C044,P028,3,2023-06-07 20:00:00,Store B
T0949,C010,P046,1,2023-06-08 00:00:00,Store B
T0950,C083,P027,2,2023-06-08 04:00:00,Store A
T0951,C061,P004,4,2023-06-08 08:00:00,Store B
T0952,C094,P015,2,2023-06-08 12:00:00,Store A
T0953,C070,P035,1,2023-06-08 16:00:00,Store C
T0954,C099,P037,1,2023-06-08 20:00:00,Store C
T0955,C040,P001,1,2023-06-09 00:00:00,Store C
T0956,C095,P003,1,2023-06-09 04:00:00,Store A
T0957,C090,P047,1,2023-06-09 08:00:00,Store B
T0958,C090,P024,2,2023-06-09 12:00:00,Store C
T0959,C093,P027,2,2023-06-09 16:00:00,Store B
T0960,C089,P040,1,2023-06-09 20:00:00,Store B
T0961,C081,P036,2,2023-06-10 00:00:00,Store C
