station_name,measurement_timestamp,air_temperature_c,wet_bulb_temperature_c,relative_humidity_pct,rain_intensity_mm_per_hour,interval_rain_mm,total_rain_mm,precipitation_type_code,wind_direction_deg,wind_speed_mps,maximum_wind_speed_mps,barometric_pressure_hpa,solar_radiation_w_m2,battery_voltage_v
Foster Weather Station,2022-10-26 03:00:00,6.5,,82,,3.23,,,0,3.3,0.0,983.4,0,15.2
Oak Street Weather Station,2022-10-26 03:00:00,7.6,6.5,87,5.4,4.1,62.1,60.0,346,2.9,4.7,985.2,0,11.9
Foster Weather Station,2022-10-26 04:00:00,6.56,,82,,3.76,,,0,3.3,0.0,983.7,0,15.2
Oak Street Weather Station,2022-10-26 04:00:00,7.4,6.4,88,1.8,3.1,3.1,60.0,327,1.8,5.3,985.5,0,11.7
Foster Weather Station,2022-10-26 05:00:00,6.06,,81,,1.75,,,0,3.3,0.0,985.1,0,15.2
Oak Street Weather Station,2022-10-26 05:00:00,7.2,6.2,87,0.0,1.3,4.4,60.0,334,3.0,5.6,986.5,0,11.8
Foster Weather Station,2022-10-26 06:00:00,6.28,,78,,0.0,,,0,3.3,0.0,986.1,0,15.2
Oak Street Weather Station,2022-10-26 06:00:00,7.4,6.0,83,0.0,0.0,4.4,0.0,336,1.7,4.0,987.8,0,11.9
Foster Weather Station,2022-10-26 07:00:00,6.39,,74,,0.0,,,0,3.3,0.0,987.5,3,15.2
Oak Street Weather Station,2022-10-26 07:00:00,7.6,6.0,79,0.0,0.0,4.4,0.0,341,1.8,2.8,989.0,1,11.9
Foster Weather Station,2022-10-26 08:00:00,6.28,,72,,0.0,,,0,3.3,0.0,988.5,88,15.2
Oak Street Weather Station,2022-10-26 08:00:00,7.5,5.7,77,0.0,0.0,4.4,0.0,336,1.6,3.7,990.2,44,11.9
Foster Weather Station,2022-10-26 09:00:00,6.56,,70,,0.0,,,0,3.3,0.0,989.8,226,15.2
Oak Street Weather Station,2022-10-26 09:00:00,7.6,5.5,74,0.0,0.0,4.4,0.0,336,2.2,3.6,991.7,258,11.9
Foster Weather Station,2022-10-26 10:00:00,7.5,,64,,0.0,,,0,3.3,0.0,991.2,375,15.2
Oak Street Weather Station,2022-10-26 10:00:00,8.5,6.0,69,0.0,0.0,4.4,0.0,350,1.7,3.1,992.5,429,11.9
Foster Weather Station,2022-10-26 11:00:00,8.0,,60,,0.0,,,0,3.3,0.0,991.9,480,15.2
Oak Street Weather Station,2022-10-26 11:00:00,9.4,6.2,63,0.0,0.0,4.4,0.0,10,2.6,5.6,993.4,485,12.0
Foster Weather Station,2022-10-26 12:00:00,9.06,,61,,0.0,,,0,3.3,0.0,992.6,311,15.1
Oak Street Weather Station,2022-10-26 12:00:00,9.8,6.5,62,0.0,0.0,4.4,0.0,23,4.4,7.2,994.0,131,11.9
Foster Weather Station,2022-10-26 13:00:00,9.67,,57,,0.08,,,0,3.3,0.0,992.9,588,15.1
Oak Street Weather Station,2022-10-26 13:00:00,9.2,6.7,71,0.0,0.0,4.4,0.0,30,5.0,6.7,994.2,54,11.9
Foster Weather Station,2022-10-26 14:00:00,10.67,,53,,0.0,,,0,3.3,0.0,993.2,164,15.2
Oak Street Weather Station,2022-10-26 14:00:00,11.7,7.6,57,0.0,0.0,4.4,0.0,1,2.1,4.8,994.8,495,11.9
Foster Weather Station,2022-10-26 15:00:00,10.78,,50,,0.0,,,0,3.3,0.0,993.6,429,15.1
Oak Street Weather Station,2022-10-26 15:00:00,11.2,7.3,59,0.0,0.0,4.4,0.0,23,2.3,5.0,994.8,29,12.0
Foster Weather Station,2022-10-26 16:00:00,9.5,,64,,0.0,,,0,3.3,0.0,994.6,287,15.1
Oak Street Weather Station,2022-10-26 16:00:00,9.8,7.3,71,0.0,0.0,4.4,0.0,31,6.1,7.3,995.9,22,12.0
Foster Weather Station,2022-10-26 17:00:00,9.0,,66,,0.0,,,0,3.3,0.0,995.3,103,15.1
Oak Street Weather Station,2022-10-26 17:00:00,9.7,7.2,70,0.0,0.0,4.4,0.0,20,4.1,4.8,996.5,17,11.9
Foster Weather Station,2022-10-26 18:00:00,8.67,,65,,0.0,,,0,3.3,0.0,995.9,5,15.2
Oak Street Weather Station,2022-10-26 18:00:00,9.5,7.0,71,0.0,0.0,4.4,0.0,42,2.1,4.2,997.4,1,11.9
Foster Weather Station,2022-10-26 19:00:00,8.56,,67,,0.0,,,0,3.3,0.0,997.0,4,15.1
Oak Street Weather Station,2022-10-26 19:00:00,9.6,7.2,71,0.0,0.0,4.4,0.0,38,2.0,2.6,998.3,0,11.9
Foster Weather Station,2022-10-26 20:00:00,8.56,,68,,0.0,,,0,3.3,0.0,997.3,4,15.2
Oak Street Weather Station,2022-10-26 20:00:00,9.6,7.1,71,0.0,0.0,4.4,0.0,50,1.2,1.5,999.0,0,11.8
Foster Weather Station,2022-10-26 21:00:00,8.17,,70,,0.0,,,0,3.3,0.0,997.6,4,15.2
Oak Street Weather Station,2022-10-26 21:00:00,9.7,7.1,71,0.0,0.0,4.4,0.0,99,1.3,1.6,999.2,0,11.9
Foster Weather Station,2022-10-26 22:00:00,7.56,,72,,0.0,,,0,3.3,0.0,998.3,3,15.2
Oak Street Weather Station,2022-10-26 22:00:00,9.8,7.1,69,0.0,0.0,4.4,0.0,117,0.7,1.0,1000.0,0,11.9
Foster Weather Station,2022-10-26 23:00:00,8.39,,68,,0.0,,,0,3.3,0.0,999.0,4,15.2
Oak Street Weather Station,2022-10-26 23:00:00,10.0,7.2,67,0.0,0.0,4.4,0.0,0,0.0,0.4,1000.6,0,11.9
Foster Weather Station,2022-10-27 00:00:00,7.39,,75,,0.0,,,0,3.3,0.0,999.7,4,15.2
Foster Weather Station,2022-10-27 01:00:00,6.89,,76,,0.0,,,0,3.3,0.0,1000.0,3,15.2
Oak Street Weather Station,2022-10-27 01:00:00,9.1,7.0,74,0.0,0.0,4.4,0.0,302,0.9,1.2,1001.5,0,11.8
Foster Weather Station,2022-10-27 02:00:00,6.67,,76,,0.0,,,0,3.3,0.0,1000.3,4,15.2
Oak Street Weather Station,2022-10-27 02:00:00,8.7,6.8,76,0.0,0.0,4.4,0.0,298,1.3,2.0,1001.9,0,12.0
Foster Weather Station,2022-10-27 03:00:00,6.67,,76,,0.0,,,0,3.3,0.0,1000.7,4,15.2
Oak Street Weather Station,2022-10-27 03:00:00,8.5,6.6,77,0.0,0.0,4.4,0.0,258,1.4,2.2,1002.3,0,11.9
Foster Weather Station,2022-10-27 04:00:00,6.56,,77,,0.0,,,0,3.3,0.0,1001.4,3,15.2
Oak Street Weather Station,2022-10-27 04:00:00,8.7,6.7,76,0.0,0.0,4.4,0.0,305,1.4,2.2,1002.8,0,11.9
Foster Weather Station,2022-10-27 05:00:00,6.06,,78,,0.0,,,0,3.3,0.0,1002.0,4,15.1
Oak Street Weather Station,2022-10-27 05:00:00,8.4,6.5,76,0.0,0.0,4.4,0.0,295,0.8,1.3,1003.5,1,11.9
Foster Weather Station,2022-10-27 06:00:00,5.56,,77,,0.0,,,0,3.3,0.0,1002.7,4,15.2
Oak Street Weather Station,2022-10-27 06:00:00,8.4,6.3,75,0.0,0.0,4.4,0.0,324,1.0,1.6,1004.3,0,12.0
Foster Weather Station,2022-10-27 07:00:00,6.06,,78,,0.0,,,0,3.3,0.0,1003.7,5,15.2
Oak Street Weather Station,2022-10-27 07:00:00,8.7,6.2,69,0.0,0.0,4.4,0.0,71,0.7,1.1,1005.1,1,11.9
Foster Weather Station,2022-10-27 08:00:00,6.56,,73,,0.0,,,0,3.3,0.0,1004.4,25,15.2
Oak Street Weather Station,2022-10-27 08:00:00,8.6,6.0,69,0.0,0.0,4.4,0.0,117,1.7,3.9,1005.8,60,12.0
Foster Weather Station,2022-10-27 09:00:00,8.28,,67,,0.0,,,0,3.3,0.0,1005.4,305,15.2
Oak Street Weather Station,2022-10-27 09:00:00,8.3,5.7,68,0.0,0.0,4.4,0.0,124,1.8,2.9,1006.8,66,11.8
Foster Weather Station,2022-10-27 10:00:00,8.0,,65,,0.0,,,0,3.3,0.0,1005.8,225,15.2
Oak Street Weather Station,2022-10-27 10:00:00,8.7,5.9,65,0.0,0.0,4.4,0.0,110,2.3,4.8,1007.0,277,11.7
Foster Weather Station,2022-10-27 11:00:00,8.56,,61,,0.0,,,0,3.3,0.0,1006.1,449,15.2
Oak Street Weather Station,2022-10-27 11:00:00,9.0,6.1,66,0.0,0.0,4.4,0.0,108,3.7,4.9,1007.4,409,11.7
Foster Weather Station,2022-10-27 12:00:00,8.89,,62,,0.0,,,0,3.3,0.0,1006.1,548,15.2
Oak Street Weather Station,2022-10-27 12:00:00,9.4,6.7,67,0.0,0.0,4.4,0.0,109,2.9,4.4,1007.3,449,12.0
Foster Weather Station,2022-10-27 13:00:00,9.28,,60,,0.0,,,0,3.3,0.0,1005.8,294,15.2
Oak Street Weather Station,2022-10-27 13:00:00,9.7,6.7,66,0.0,0.0,4.4,0.0,109,3.4,4.6,1007.0,135,11.9
Foster Weather Station,2022-10-27 14:00:00,9.28,,57,,0.0,,,0,3.3,0.0,1005.1,487,15.2
Oak Street Weather Station,2022-10-27 14:00:00,10.0,7.0,66,0.0,0.0,4.4,0.0,110,2.7,4.4,1006.6,397,12.0
Foster Weather Station,2022-10-27 15:00:00,9.17,,62,,0.0,,,0,3.3,0.0,1005.1,325,15.2
Oak Street Weather Station,2022-10-27 15:00:00,9.8,7.0,67,0.0,0.0,4.4,0.0,99,3.8,5.2,1006.5,93,11.9
Foster Weather Station,2022-10-27 16:00:00,9.28,,62,,0.0,,,0,3.3,0.0,1005.1,189,15.2
Oak Street Weather Station,2022-10-27 16:00:00,10.1,7.2,67,0.0,0.0,4.4,0.0,86,4.2,5.3,1006.2,78,11.8
Foster Weather Station,2022-10-27 17:00:00,9.5,,58,,0.0,,,0,3.3,0.0,1005.1,70,15.2
Oak Street Weather Station,2022-10-27 17:00:00,10.4,7.4,67,0.0,0.0,4.4,0.0,86,4.3,5.1,1006.4,45,11.8
Foster Weather Station,2022-10-27 18:00:00,9.67,,62,,0.0,,,0,3.3,0.0,1005.1,5,15.2
Oak Street Weather Station,2022-10-27 18:00:00,10.5,7.5,67,0.0,0.0,4.4,0.0,82,5.1,5.7,1006.3,0,11.8
Foster Weather Station,2022-10-27 19:00:00,10.0,,65,,0.0,,,0,3.3,0.0,1005.1,2,15.2
Oak Street Weather Station,2022-10-27 19:00:00,11.0,8.3,70,0.0,0.0,4.4,0.0,96,5.1,6.4,1006.5,0,11.9
Foster Weather Station,2022-10-27 20:00:00,10.56,,68,,0.0,,,0,3.3,0.0,1005.4,4,15.1
Oak Street Weather Station,2022-10-27 20:00:00,11.5,8.9,72,0.0,0.0,4.4,0.0,94,5.1,6.6,1006.5,0,11.9
Foster Weather Station,2022-10-27 21:00:00,11.17,,57,,0.0,,,0,3.3,0.0,1005.4,4,15.2
Oak Street Weather Station,2022-10-27 21:00:00,12.0,8.3,61,0.0,0.0,4.4,0.0,112,4.2,7.5,1006.7,0,11.9
Foster Weather Station,2022-10-27 22:00:00,11.28,,56,,0.0,,,0,3.3,0.0,1005.8,3,15.2
Oak Street Weather Station,2022-10-27 22:00:00,11.9,7.7,56,0.0,0.0,4.4,0.0,119,1.8,6.7,1007.0,0,11.9
Foster Weather Station,2022-10-27 23:00:00,11.06,,57,,0.0,,,0,3.3,0.0,1005.8,3,15.2
Oak Street Weather Station,2022-10-27 23:00:00,11.6,7.8,59,0.0,0.0,4.4,0.0,140,1.2,3.2,1007.2,0,11.8
Foster Weather Station,2022-10-28 00:00:00,10.56,,55,,0.0,,,0,3.3,0.0,1005.8,5,15.2
Oak Street Weather Station,2022-10-28 00:00:00,10.8,6.9,57,0.0,0.0,4.4,0.0,0,0.7,1.8,1007.2,0,11.9
Foster Weather Station,2022-10-28 01:00:00,10.0,,59,,0.0,,,0,3.3,0.0,1005.8,4,15.2
Oak Street Weather Station,2022-10-28 01:00:00,10.7,7.1,60,0.0,0.0,4.4,0.0,115,2.9,6.3,1007.2,0,12.0
Foster Weather Station,2022-10-28 02:00:00,9.67,,61,,0.0,,,0,3.3,0.0,1006.1,4,15.2
Oak Street Weather Station,2022-10-28 02:00:00,10.0,6.4,60,0.0,0.0,4.4,0.0,130,1.2,3.9,1007.4,0,12.0
Foster Weather Station,2022-10-28 03:00:00,9.0,,64,,0.0,,,0,3.3,0.0,1006.1,3,15.2
Oak Street Weather Station,2022-10-28 03:00:00,9.5,6.5,66,0.0,0.0,4.4,0.0,109,2.3,4.5,1007.6,0,12.0
Foster Weather Station,2022-10-28 04:00:00,8.78,,65,,0.0,,,0,3.3,0.0,1006.1,4,15.2
Oak Street Weather Station,2022-10-28 04:00:00,9.4,6.5,66,0.0,0.0,4.4,0.0,108,2.2,5.0,1007.3,0,11.9
Foster Weather Station,2022-10-28 05:00:00,8.78,,67,,0.0,,,0,3.3,0.0,1006.4,4,15.2
Oak Street Weather Station,2022-10-28 05:00:00,9.5,7.0,70,0.0,0.0,4.4,0.0,91,1.6,5.2,1007.7,0,11.6
Foster Weather Station,2022-10-28 06:00:00,8.78,,68,,0.0,,,0,3.3,0.0,1007.1,4,15.2
Oak Street Weather Station,2022-10-28 06:00:00,9.7,7.0,69,0.0,0.0,4.4,0.0,110,2.1,3.5,1008.6,0,11.9
Foster Weather Station,2022-10-28 07:00:00,9.0,,70,,0.0,,,0,3.3,0.0,1007.1,4,15.2
Oak Street Weather Station,2022-10-28 07:00:00,9.5,7.0,71,0.0,0.0,4.4,0.0,122,1.7,3.2,1008.6,0,11.8
Foster Weather Station,2022-10-28 08:00:00,9.17,,67,,0.0,,,0,3.3,0.0,1007.5,46,15.2
Oak Street Weather Station,2022-10-28 08:00:00,9.8,7.2,70,0.0,0.0,4.4,0.0,114,2.4,4.6,1008.6,30,11.8
Foster Weather Station,2022-10-28 09:00:00,9.89,,66,,0.0,,,0,3.3,0.0,1007.8,211,15.2
Oak Street Weather Station,2022-10-28 09:00:00,10.3,7.6,69,0.0,0.0,4.4,0.0,107,3.1,5.2,1009.4,82,12.0
Foster Weather Station,2022-10-28 10:00:00,10.17,,63,,0.0,,,0,3.3,0.0,1007.8,351,15.1
Oak Street Weather Station,2022-10-28 10:00:00,10.6,7.9,70,0.0,0.0,4.4,0.0,102,2.9,3.6,1009.2,376,11.9
Foster Weather Station,2022-10-28 11:00:00,10.5,,64,,0.0,,,0,3.3,0.0,1007.8,462,15.1
Oak Street Weather Station,2022-10-28 11:00:00,10.7,7.8,67,0.0,0.0,4.4,0.0,116,3.2,3.9,1009.1,468,12.0
Foster Weather Station,2022-10-28 12:00:00,10.56,,64,,0.0,,,0,3.3,0.0,1007.1,524,15.2
Oak Street Weather Station,2022-10-28 12:00:00,10.9,8.3,70,0.0,0.0,4.4,0.0,117,2.6,3.7,1008.5,521,11.8
Foster Weather Station,2022-10-28 13:00:00,10.78,,63,,0.0,,,0,3.3,0.0,1006.8,538,15.1
Oak Street Weather Station,2022-10-28 13:00:00,10.4,8.1,73,0.0,0.0,4.4,0.0,99,1.9,2.8,1007.8,29,12.0
Foster Weather Station,2022-10-28 14:00:00,10.89,,65,,0.0,,,0,3.3,0.0,1006.1,500,15.1
Oak Street Weather Station,2022-10-28 14:00:00,11.4,8.8,72,0.0,0.0,4.4,0.0,83,1.6,2.1,1007.7,472,11.9
Foster Weather Station,2022-10-28 15:00:00,10.89,,66,,0.0,,,0,3.3,0.0,1005.8,427,15.1
Oak Street Weather Station,2022-10-28 15:00:00,11.0,8.7,74,0.0,0.0,4.4,0.0,77,1.2,1.4,1007.2,33,12.0
Foster Weather Station,2022-10-28 16:00:00,11.06,,66,,0.0,,,0,3.3,0.0,1005.8,285,15.1
Oak Street Weather Station,2022-10-28 16:00:00,11.3,8.8,72,0.0,0.0,4.4,0.0,92,1.4,2.0,1006.8,29,11.9
Foster Weather Station,2022-10-28 17:00:00,11.0,,68,,0.0,,,0,3.3,0.0,1005.4,53,15.2
Oak Street Weather Station,2022-10-28 17:00:00,11.6,8.8,70,0.0,0.0,4.4,0.0,85,1.5,1.7,1006.9,15,11.9
Foster Weather Station,2022-10-28 18:00:00,10.5,,71,,0.0,,,0,3.3,0.0,1005.8,6,15.2
Oak Street Weather Station,2022-10-28 18:00:00,11.7,9.1,72,0.0,0.0,4.4,0.0,31,2.0,2.4,1007.2,1,11.9
Foster Weather Station,2022-10-28 19:00:00,10.5,,72,,0.0,,,0,3.3,0.0,1006.1,4,15.2
Oak Street Weather Station,2022-10-28 19:00:00,11.5,9.1,73,0.0,0.0,4.4,0.0,56,1.6,1.9,1007.6,0,11.9
Foster Weather Station,2022-10-28 20:00:00,10.5,,68,,0.0,,,0,3.3,0.0,1006.4,4,15.2
Oak Street Weather Station,2022-10-28 20:00:00,11.6,9.3,74,0.0,0.0,4.4,0.0,62,1.9,2.5,1007.9,0,12.0
Foster Weather Station,2022-10-28 21:00:00,10.78,,72,,0.0,,,0,3.3,0.0,1006.4,4,15.1
Oak Street Weather Station,2022-10-28 21:00:00,11.7,9.3,74,0.0,0.0,4.4,0.0,95,2.3,2.8,1007.8,0,11.9
Foster Weather Station,2022-10-28 22:00:00,10.89,,74,,0.0,,,0,3.3,0.0,1006.4,3,15.2
Oak Street Weather Station,2022-10-28 22:00:00,11.7,9.7,77,0.0,0.0,4.4,0.0,100,1.9,2.5,1007.8,0,12.0
Foster Weather Station,2022-10-28 23:00:00,11.0,,76,,0.0,,,0,3.3,0.0,1006.1,3,15.1
Oak Street Weather Station,2022-10-28 23:00:00,11.8,9.9,79,0.0,0.0,4.4,0.0,97,1.7,2.0,1007.5,0,12.0
Foster Weather Station,2022-10-29 00:00:00,11.0,,77,,0.0,,,0,3.3,0.0,1005.8,4,15.2
Oak Street Weather Station,2022-10-29 00:00:00,11.8,10.1,82,0.0,0.0,4.4,0.0,107,1.1,1.2,1007.1,0,11.8
Foster Weather Station,2022-10-29 01:00:00,10.17,,82,,0.0,,,0,3.3,0.0,1005.4,4,15.2
Oak Street Weather Station,2022-10-29 01:00:00,11.8,10.3,83,0.0,0.0,4.4,0.0,124,0.9,1.2,1007.0,0,11.8
Foster Weather Station,2022-10-29 02:00:00,10.06,,85,,0.0,,,0,3.3,0.0,1004.7,4,15.2
Oak Street Weather Station,2022-10-29 02:00:00,12.6,10.6,79,0.0,0.0,4.4,0.0,115,1.7,3.0,1006.0,0,11.8
Foster Weather Station,2022-10-29 03:00:00,10.5,,87,,0.0,,,0,3.3,0.0,1005.1,4,15.2
Oak Street Weather Station,2022-10-29 03:00:00,12.4,9.9,74,0.0,0.0,4.4,0.0,316,0.6,0.8,1006.4,0,11.9
Foster Weather Station,2022-10-29 04:00:00,9.56,,77,,0.0,,,0,3.3,0.0,1005.1,3,15.2
Oak Street Weather Station,2022-10-29 04:00:00,11.0,8.8,75,0.0,0.0,4.4,0.0,2,1.5,1.7,1006.5,0,11.9
Foster Weather Station,2022-10-29 05:00:00,9.17,,70,,0.0,,,0,3.3,0.0,1005.1,3,15.1
Oak Street Weather Station,2022-10-29 05:00:00,10.9,8.1,69,0.0,0.0,4.4,0.0,0,0.0,0.0,1006.6,0,11.8
Foster Weather Station,2022-10-29 06:00:00,9.17,,69,,0.0,,,0,3.3,0.0,1005.4,5,15.2
Oak Street Weather Station,2022-10-29 06:00:00,11.0,8.0,66,0.0,0.0,4.4,0.0,324,0.6,0.7,1006.9,0,12.0
Foster Weather Station,2022-10-29 07:00:00,8.89,,70,,0.0,,,0,3.3,0.0,1005.4,4,15.2
Oak Street Weather Station,2022-10-29 07:00:00,11.0,8.0,67,0.0,0.0,4.4,0.0,334,0.7,0.9,1006.9,0,11.9
Foster Weather Station,2022-10-29 08:00:00,10.0,,73,,0.0,,,0,3.3,0.0,1005.8,55,15.2
Oak Street Weather Station,2022-10-29 08:00:00,12.2,8.8,64,0.0,0.0,4.4,0.0,324,0.7,0.8,1007.2,64,11.9
Foster Weather Station,2022-10-29 09:00:00,11.78,,66,,0.0,,,0,3.3,0.0,1006.1,205,15.1
Oak Street Weather Station,2022-10-29 09:00:00,12.2,9.0,66,0.0,0.0,4.4,0.0,105,1.3,2.1,1007.3,76,11.9
Foster Weather Station,2022-10-29 10:00:00,11.78,,67,,0.0,,,0,3.3,0.0,1006.1,339,15.1
Oak Street Weather Station,2022-10-29 10:00:00,12.9,9.5,65,0.0,0.0,4.4,0.0,105,2.6,4.6,1007.2,361,11.9
Foster Weather Station,2022-10-29 11:00:00,12.0,,67,,0.0,,,0,3.3,0.0,1005.4,446,15.1
Oak Street Weather Station,2022-10-29 11:00:00,12.4,9.2,67,0.0,0.0,4.4,0.0,113,3.0,4.0,1006.6,451,11.9
Foster Weather Station,2022-10-29 12:00:00,12.39,,65,,0.0,,,0,3.3,0.0,1004.7,510,15.1
Oak Street Weather Station,2022-10-29 12:00:00,12.3,9.5,70,0.0,0.0,4.4,0.0,103,2.4,2.8,1006.1,508,11.7
Foster Weather Station,2022-10-29 13:00:00,12.56,,67,,0.0,,,0,3.3,0.0,1004.1,526,15.1
Oak Street Weather Station,2022-10-29 13:00:00,12.2,9.6,72,0.0,0.0,4.4,0.0,95,2.2,2.8,1005.3,31,11.9
Foster Weather Station,2022-10-29 14:00:00,13.28,,64,,0.0,,,0,3.3,0.0,1003.4,490,15.1
Oak Street Weather Station,2022-10-29 14:00:00,12.8,10.2,73,0.0,0.0,4.4,0.0,99,2.2,2.5,1004.7,463,11.7
Foster Weather Station,2022-10-29 15:00:00,12.78,,69,,0.0,,,0,3.3,0.0,1002.7,394,15.1
Oak Street Weather Station,2022-10-29 15:00:00,12.7,10.2,73,0.0,0.0,4.4,0.0,116,1.4,1.6,1004.2,27,11.9
Foster Weather Station,2022-10-29 16:00:00,12.56,,73,,0.0,,,0,3.3,0.0,1002.4,265,15.1
Oak Street Weather Station,2022-10-29 16:00:00,13.1,10.6,74,0.0,0.0,4.4,0.0,121,0.7,1.2,1003.8,23,11.9
Foster Weather Station,2022-10-29 17:00:00,12.56,,73,,0.0,,,0,3.3,0.0,1001.7,34,15.1
Oak Street Weather Station,2022-10-29 17:00:00,13.4,10.4,69,0.0,0.0,4.4,0.0,92,0.7,1.3,1003.2,22,11.8
Foster Weather Station,2022-10-29 18:00:00,11.78,,75,,0.0,,,0,3.3,0.0,1001.4,4,15.1
Oak Street Weather Station,2022-10-29 18:00:00,13.6,9.9,63,0.0,0.0,4.4,0.0,167,0.6,1.1,1002.9,0,11.9
Foster Weather Station,2022-10-29 19:00:00,11.39,,79,,0.0,,,0,3.3,0.0,1001.0,4,15.2
Oak Street Weather Station,2022-10-29 19:00:00,13.8,10.3,65,0.0,0.0,4.4,0.0,122,1.1,2.1,1002.7,0,11.7
Foster Weather Station,2022-10-29 20:00:00,11.39,,78,,0.0,,,0,3.3,0.0,1000.7,3,15.2
Oak Street Weather Station,2022-10-29 20:00:00,13.9,10.4,65,0.0,0.0,4.4,0.0,106,0.8,1.6,1002.3,0,11.9
Foster Weather Station,2022-10-29 21:00:00,11.5,,76,,0.0,,,0,3.3,0.0,1000.3,2,15.1
Oak Street Weather Station,2022-10-29 21:00:00,13.9,10.7,68,0.0,0.0,4.4,0.0,0,0.4,1.0,1001.7,0,11.9
Foster Weather Station,2022-10-29 22:00:00,12.39,,71,,0.0,,,0,3.3,0.0,1000.3,4,15.2
Oak Street Weather Station,2022-10-29 22:00:00,13.9,11.0,71,0.0,0.0,4.4,0.0,104,1.8,2.8,1001.5,0,11.8
Foster Weather Station,2022-10-29 23:00:00,11.78,,79,,0.0,,,0,3.3,0.0,999.7,3,15.1
Oak Street Weather Station,2022-10-29 23:00:00,13.6,11.1,75,0.0,0.0,4.4,0.0,86,1.6,1.8,1001.0,0,12.0
Foster Weather Station,2022-10-30 00:00:00,11.78,,81,,0.0,,,0,3.3,0.0,999.0,4,15.1
Oak Street Weather Station,2022-10-30 00:00:00,12.9,11.0,80,0.0,0.0,4.4,0.0,97,1.2,1.7,1000.6,0,11.8
Foster Weather Station,2022-10-30 01:00:00,11.5,,85,,0.0,,,0,3.3,0.0,998.6,4,15.2
Oak Street Weather Station,2022-10-30 01:00:00,13.4,11.1,76,0.0,0.0,4.4,0.0,107,2.7,3.5,1000.0,0,11.8
Foster Weather Station,2022-10-30 02:00:00,12.28,,69,,0.0,,,0,3.3,0.0,998.0,3,15.2
Oak Street Weather Station,2022-10-30 02:00:00,14.7,9.9,55,0.0,0.0,4.4,0.0,111,2.1,2.9,999.5,0,11.9
Foster Weather Station,2022-10-30 03:00:00,12.0,,69,,0.0,,,0,3.3,0.0,997.6,3,15.1
Oak Street Weather Station,2022-10-30 03:00:00,14.7,10.0,55,0.0,0.0,4.4,0.0,115,2.2,3.3,999.0,-2,11.9
Foster Weather Station,2022-10-30 04:00:00,11.28,,80,,0.0,,,0,3.3,0.0,997.0,4,15.2
Oak Street Weather Station,2022-10-30 04:00:00,13.4,10.1,67,0.0,0.0,4.4,0.0,118,2.4,3.3,998.3,-2,12.0
Foster Weather Station,2022-10-30 05:00:00,11.06,,85,,0.0,,,0,3.3,0.0,996.3,4,15.2
Oak Street Weather Station,2022-10-30 05:00:00,13.2,9.8,66,0.0,0.0,4.4,0.0,126,1.5,2.7,997.8,0,11.9
Foster Weather Station,2022-10-30 06:00:00,11.0,,85,,0.0,,,0,3.3,0.0,995.9,5,15.1
Oak Street Weather Station,2022-10-30 06:00:00,12.7,10.0,72,0.0,0.0,4.4,0.0,122,1.7,2.5,997.4,0,11.9
Foster Weather Station,2022-10-30 07:00:00,11.17,,83,,0.0,,,0,3.3,0.0,995.9,4,15.1
Oak Street Weather Station,2022-10-30 07:00:00,13.0,10.2,71,0.0,0.0,4.4,0.0,122,2.4,3.9,997.3,0,11.8
Foster Weather Station,2022-10-30 08:00:00,11.0,,84,,0.1,,,0,3.3,0.0,995.9,34,15.2
Oak Street Weather Station,2022-10-30 08:00:00,12.7,10.1,72,0.0,0.0,4.4,0.0,121,1.3,1.8,997.2,26,11.8
Foster Weather Station,2022-10-30 09:00:00,11.5,,76,,0.0,,,0,3.3,0.0,995.6,66,15.2
Oak Street Weather Station,2022-10-30 09:00:00,13.0,10.2,72,0.0,0.0,4.4,0.0,117,1.5,2.6,996.8,61,11.8
Foster Weather Station,2022-10-30 10:00:00,12.06,,71,,0.0,,,0,3.3,0.0,995.3,206,15.1
Oak Street Weather Station,2022-10-30 10:00:00,12.9,10.3,72,0.0,0.0,4.4,0.0,123,2.4,3.3,996.6,255,11.9
Foster Weather Station,2022-10-30 11:00:00,12.39,,72,,0.0,,,0,3.3,0.0,995.3,258,15.1
Oak Street Weather Station,2022-10-30 11:00:00,13.2,10.1,68,0.0,0.0,4.4,0.0,119,3.0,3.8,996.4,265,11.9
Foster Weather Station,2022-10-30 12:00:00,12.67,,69,,0.0,,,0,3.3,0.0,994.6,243,15.1
Oak Street Weather Station,2022-10-30 12:00:00,13.2,10.5,72,0.0,0.0,4.4,0.0,115,2.9,3.5,996.0,234,11.9
Foster Weather Station,2022-10-30 13:00:00,12.17,,73,,0.0,,,0,3.3,0.0,993.6,211,15.2
Oak Street Weather Station,2022-10-30 13:00:00,13.0,10.7,75,0.0,0.0,4.4,0.0,83,1.1,1.2,994.9,316,11.9
Foster Weather Station,2022-10-30 14:00:00,12.78,,74,,0.0,,,0,3.3,0.0,991.9,302,15.1
Oak Street Weather Station,2022-10-30 14:00:00,13.2,11.1,78,0.0,0.0,4.4,0.0,36,1.4,1.7,993.3,186,11.7
Foster Weather Station,2022-10-30 15:00:00,12.5,,79,,0.0,,,0,3.3,0.0,991.5,121,15.2
Oak Street Weather Station,2022-10-30 15:00:00,13.1,11.3,82,0.0,0.0,4.4,0.0,90,1.0,1.2,993.0,98,11.9
